ЗМІ;Рік;Місяць;День;Назва;Колєсніков;Солошенко;Мазур;Шилова;Антипов;Мороз;Вілкул;Резник;Партія регіонів;УДАР;КПУ;Батьківщина;Виконком;Кошти;Освіта;Газета;Комунальна власність;Референдум;ЖКХ;Комісія;Податки;Підприємництво;Земля;Бюджет;ЗМІ;Народ;Соціально-економічний розвиток;Медицина;Звалище;Дитсадки;Рейдерство;Прокуратура;Корупція;Сесія;Будівництво;Транспорт;Новомосковськ;Регламент;Звернення;Охорона;Проблема;Красть;Громадськість;Кладовище;Благоустрій;Допомога;Спорт;Школа;Кількість слів;Лексична насиченість
Новомосковськ європейський;2013;1;23;Майже 90% українців хочуть позбавити кнопкодавів депутатських мандатів;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;140;1,2962962963
Новомосковськ європейський;2013;2;3;Дільничні роздаватимуть усім свої візитки;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;140;1,2280701754
Новомосковськ європейський;2013;2;25;Вчені знайшли залишки зниклого континенту;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;1,4
Новомосковськ європейський;2013;3;4;Про Дмитра Реву почують на Банковій;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;140;1,2612612613
Новомосковськ європейський;2013;4;17;Міліція отримала від мобільних операторів номери учасників акції протесту;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;1,320754717
Новомосковськ європейський;2013;6;18;Тризубівці Січеславщини провели триденний польовий вишкіл;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;1,2280701754
Новомосковськ європейський;2013;6;26;Міжнародний день боротьби із вживанням наркотиків та їх незаконним обігом;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;140;1,359223301
Samara.in.ua;2013;4;5;Для економії закриють 143 школи;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;140;2,0895522388
nasamari;2013;1;8;В Одесск;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;1,3301886793
nasamari;2013;5;10;Депутата подрезали при выходе из кафе;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;141;1,2260869565
nasamari;2013;9;27;В Украине в октябре подорожают почти все продукты;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;1,46875
nmsk.dp.ua;2012;12;13;Спортивне свято;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;141;1,3689320388
Новомосковськ сьогодні;2012;8;17;У Новомосковську негодою розчавлений автомобіль постраждала жінка;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;141;1,2935779817
Новомосковськ європейський;2012;11;27;Одинадцять Дзеркал Володимира Кличка;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;141;1,4536082474
Новомосковськ європейський;2012;12;13;Янукович заявив про вступ України до Митного союзу;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;1,3428571429
Новомосковськ європейський;2013;1;7;Хто вилікує переляк Януковича;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;141;1,2589285714
Новомосковськ європейський;2013;1;13;Депутати повернули собі суперпільги;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;141;1,1848739496
Новомосковськ європейський;2013;1;23;За рахунок заробітчан живе півсвіту;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;1,2935779817
Новомосковськ європейський;2013;2;21;Привітай Блаженнішого Любомира з ювілеєм! Отримай запрошення на зустріч;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;1,1463414634
nasamari;2012;11;24;Новомос;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;142;1,4947368421
nasamari;2013;1;31;Тягнибо;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;1,7108433735
nasamari;2013;8;6;В аварии на Стироле погибли 5 и пострадали 20 человек;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;142;1,5106382979
nmsk.dp.ua;2012;8;2;Гру розпочато;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;1,2136752137
Новомосковськ європейський;2012;9;11;У Черкасах Партія регіонів вимагає у бізнесменів гроші на вибори;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;142;1,2347826087
Новомосковськ європейський;2012;10;4;НБУ порадив позбуватися дрібних копійок — через рік від них можуть відмовитися;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;1,3148148148
Новомосковськ європейський;2012;10;28;Нацбанк може ввести 2-гривневу монету;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;1,3027522936
Новомосковськ європейський;2012;11;7;Адвокат дружини Мазурка не може зв’язатися з нею;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;142;1,3653846154
Новомосковськ європейський;2012;11;22;На Дніпропетровщині утилізували 500 тонн непридатних боєприпасів — Міноборони;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;1,4059405941
Новомосковськ європейський;2012;11;27;Скандинави привчають мешканців Севастополя до української мови;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;1,1932773109
Новомосковськ європейський;2012;11;30;Пенсійний фонд недорахується 25 мільярдів гривень;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;1,3027522936
Новомосковськ європейський;2012;12;5;Instagram позбавив Twitter передперегляду фотографій;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;142;1,2456140351
Новомосковськ європейський;2012;12;5;Влада проти корупції, це як бджоли проти меду;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;1,2678571429
Новомосковськ європейський;2012;12;29;Працівника автовокзалу оштрафували за перешкоджання роботі журналістів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;142;1,2792792793
Новомосковськ європейський;2013;1;1;Американці вирішили зняти з експлуатації свій найстаріший космічний супутник;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;1,3396226415
Новомосковськ європейський;2013;1;8;У Чорному морі прокинувся розгніваний підводний вулкан;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;142;1,1544715447
Новомосковськ європейський;2013;1;29;Автобаза ДУСі купила автошин та запчастин на понад 2 мільйони гривень;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;1,3523809524
Новомосковськ європейський;2013;2;6;В Івано-Франківську пройшов марш на підтримку сім’ї Павличенків;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;142;1,2792792793
Новомосковськ європейський;2013;3;13;Азаров і К° вирішили пускати людей в потяги за паспортами;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;142;1,3027522936
Новомосковськ європейський;2013;6;27;8,6 мільйонів гривень витратять лише на дослідження доріг;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;142;1,42
Samara.in.ua;2013;2;28;8-річна дівчинка витискає сотню на трасі [ВІДЕО];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;1,7530864198
nasamari;2013;6;25;Днепропетровской области угрожают новые землетрясения — сейсмолог;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;1,3883495146
nasamari;2013;8;22;Что в Украине происходит с ценами;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;143;1,7654320988
nmsk.dp.ua;2012;9;4;Фотофакт;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;143;1,162601626
Новомосковськ сьогодні;2013;7;16;У Новомосковську Івана Купала святкувала рекордна кількість людей;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;143;1,3119266055
Новомосковськ європейський;2012;9;8;Законопроект ПР про мирні зібрання – точна копія закону Росії;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;1,2543859649
Новомосковськ європейський;2012;12;6;Кінець світу українцям пропонують зустріти у печері під Тернополем;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;1,1721311475
Новомосковськ європейський;2012;12;11;Янукович натякнув Ахметову про нари, а той нагадав про влучних кіллерів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;1,1916666667
Новомосковськ європейський;2012;12;25;Регіонал вибирав собі пістолет-кулемет під час роботи в Раді;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;1,2327586207
Новомосковськ європейський;2013;2;21;ДАІ просить в поточному році поміняти права всіх, хто отримував їх ще при СРСР. Потім буде пізно;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;143;1,144
Новомосковськ європейський;2013;3;4;Одеські уболівальники підняли над стадіоном прапори УПА і прибрали символ російських націоналістів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;1,3240740741
Новомосковськ європейський;2013;4;12;Google створив віртуального душоприказника;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;1,1532258065
Новомосковськ європейський;2013;6;21;До 200-річчя з дня народження Тараса Шевченка підготують пакет оцифрованих кінострічок про Кобзаря;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;1,3490566038
nasamari;2012;9;22;Журналі;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;144;1,44
nasamari;2012;10;30;За викри;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;144;1,3333333333
nasamari;2013;4;26;ДТП В ДНЕПРОПЕТРОВСКЕ РЕБЕНКА СБИЛИ НА ПЕШЕХОДНОМ ПЕРЕХОДЕ (ВИДЕО);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;1,4257425743
nmsk.dp.ua;2013;8;27;В Новомосковске заказчик убил работника из-за невыкопанной могилы;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;144;1,3714285714
Новомосковськ європейський;2012;8;27;Українці вирішили, що відеокамери на виборах — для заробітку і залякування;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;1,358490566
Новомосковськ європейський;2012;9;7;Україна відповіла Росії в автомобільній війні;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;144;1,2743362832
Новомосковськ європейський;2012;10;5;У центрі України почали будувати перший ядерний завод;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;144;1,3090909091
Новомосковськ європейський;2012;10;12;Міліція перейде на посилений режим роботи з 20 жовтня;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;144;1,4117647059
Новомосковськ європейський;2012;10;29;За підрахунками Батьківщини регіонали не набирають і 30% голосів;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;144;1,1803278689
Новомосковськ європейський;2012;10;30;Депутати пропіаряться на радіо за 750 тисяч;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;144;1,2413793103
Новомосковськ європейський;2012;11;25;Чи буде чергова газова війна стратегічних партнерів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;1,2
Новомосковськ європейський;2012;12;5;Послуги нотаріусів здорожчають;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;1,152
Новомосковськ європейський;2013;1;11;У В’єтнамі школярку відсторонили від уроків на рік за пост на Facebook;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;1,2100840336
Новомосковськ європейський;2013;1;17;Україна не переходитиме на літній час;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;144;1,252173913
Новомосковськ європейський;2013;2;23;Свободівці і комуністи зчепилися у екс-пам’ятника Леніну в Охтирці;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;144;1,2972972973
Новомосковськ європейський;2013;3;9;У Києві біля пам’ятника Шевченкові – 10 автобусів зі спецназом;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;1,2413793103
Новомосковськ європейський;2013;3;12;Чемпіонат з розкрадання у особливо великих розмірах;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;144;1,2413793103
Новомосковськ європейський;2013;3;15;Журналіста Дорожнього контролю заарештували;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;1,2743362832
Новомосковськ європейський;2013;5;29;Менше ніж за півроку з банкоматів вкрали 2 мільйони;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;144;1,3980582524
Новомосковськ європейський;2013;6;3;На виконання покращення від Януковича потрібно 23 мільярди ВІДЕО;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;1,2972972973
nasamari;2012;10;24;Сергей Н;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;145;1,3425925926
nasamari;2013;5;11;Певец Витас устроил ДТП (ВИДЕО);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;1,3942307692
nasamari;2013;8;18;Война в Египте набирает обороты за несколько дней погибли 728 человек (ФОТО, ВИДЕО);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;145;1,380952381
Новомосковськ сьогодні;2013;3;6;Юність, обпалена війною;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;145;1,1885245902
Новомосковськ європейський;2012;8;23;Влада витратила 120 мільйонів доларів, щоб не пустити людей до Києва;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;1,3942307692
